Title,Name,Desc,Attribute 
medieval squire,MedievalSquire5,"[PAWN_nameDef] grew up on a medieval planet as a knight in training. [PAWN_pronoun] trained directly under the king's war adviser for most of [PAWN_possessive] youth, and learned to fight with a sword and shield.",Construction-1	Mining-1	Shooting+3	Melee+5	
star squire,StarSquire9,"Born on a medieval world, [PAWN_nameDef]'s first memory is of gazing up into the night's sky. 

Ever since, [PAWN_pronoun] dreamed of squiring for a knight amidst the star-filled heavens. [PAWN_possessive] focus on that vision left [PAWN_objective] somewhat single-minded.",Shooting+2	Melee+3	
drug mule,DrugMule80,"Raised in an orphanage, [PAWN_nameDef] turned towards the gang life at age ten.

[PAWN_pronoun] was exploited by the local gang as a drug mule to traffic ""substance F"" across rival gang territory. [PAWN_pronoun] took a bullet or two.",Shooting+2	Melee+3	
artisan farmer,ArtisanFarmer23,[PAWN_nameDef] grew up on a [PAWN_possessive] family's glitterworld farm. They were one of the last farms on the planet that preferred traditional farming methods to glitterworld technology.,Plants+7	Intellectual-2	Cooking+2	
pampered,Pampered87,"Born on a decadent glitterworld, [PAWN_nameDef] was given every expensive toy.

This pampered lifestyle caused [PAWN_objective] to miss many basic life lessons. [PAWN_pronoun] developed a special aversion to cooking, and always ordered the staff to do the kitchen work.",Intellectual+2	Melee-3	Social+3	Medicine+3	
military child,MilitaryChild82,"[PAWN_nameDef] grew up in a family with a rich military background. [PAWN_possessive] teenage years were spent traveling system to system wherever [PAWN_possessive] parents were deployed.

Following the tradition of [PAWN_possessive] family, [PAWN_pronoun] enlisted at the earliest possible age.",Construction+2	Shooting+3	Melee+1	Medicine+2	Artistic-3	
gang member,GangMember83,"[PAWN_nameDef] grew up homeless on an urbworld. [PAWN_pronoun] was forced to fight and struggle for everything, making [PAWN_objective] hard and ruthless long before adulthood.

[PAWN_nameDef] would have stayed in those streets, had [PAWN_pronoun] not been injured in a shootout and had [PAWN_possessive] body confiscated for use by one of the worldwide city's ruling corporations.",Plants-2	Shooting+2	Melee+5	
test subject,TestSubject82,"Test subject #11,529,914 of experiment #56,048 spent [PAWN_possessive] childhood in white rooms performing mental and physical tests.

[PAWN_possessive] only companion was a voice that called itself Mother. Mother rewarded success with praise - and failure with harsh punishment.",Intellectual+2	Melee+2	Cooking+1	
fire-scarred child,FireScarredChild1,"[PAWN_nameDef] was an active child who lived an uneventful childhood until [PAWN_pronoun] fell into a fire and suffered horrific burns to [PAWN_possessive] hands and arms. Although the scars have faded, [PAWN_pronoun] can't bear to be in close proximity to fire.",Mining+1	Melee+1	
tech enthusiast,TechEnthusiast28,[PAWN_nameDef] had all the latest gadgets as a child. [PAWN_pronoun] spent all [PAWN_possessive] time playing games with AIs instead of with other children. [PAWN_pronoun] always felt awkward around new people.,Intellectual+4	Shooting+4	Social-3	
diplomat's child,DiplomatsChild97,"[PAWN_nameDef] was born in diplomatic family.

Travelling often, [PAWN_pronoun] was home-schooled and saw the world mostly through a computer.",Intellectual+1	Artistic+1	
winerunner,Winerunner8,"Abandoned by [PAWN_possessive] parents, [PAWN_nameDef] was raised by the monks of the Novo Mosteiro dos Jerónimos monastery on Aracena VI.

The monks taught [PAWN_objective] discipline and hard work. In return, [PAWN_pronoun] would go into the city and 'acquire' exotic wines for the monks' nightly tastings.",Melee+2	Social+2	Cooking+2	Crafting+2	
street child,StreetChild4,"[PAWN_nameDef]'s drug-addicted mother died, leaving [PAWN_objective] an orphan at a young age. To stay alive, [PAWN_pronoun] resorted to theft, and when necessary, prostitution. When [PAWN_nameDef] was caught stealing from a church, the priestess saw a wounded but smart child, and took [PAWN_objective] in to give [PAWN_objective] a second chance at life.",Social+3	
slave farmer,SlaveFarmer99,"Abandoned as a little girl, [PAWN_nameDef] was found by a farmer. Being infertile [PAWN_objective]self, the farmer kept [PAWN_objective] as a slave. The constant beatings left [PAWN_objective] scarred and unable to handle violence. After many years, [PAWN_pronoun] ran away.",Plants+4	
medieval slave,MedievalSlave50,"Born into slavery, [PAWN_nameDef] never knew [PAWN_possessive] parents. [PAWN_pronoun] eventually escaped from [PAWN_possessive] masters and boarded a military cargo ship, where [PAWN_pronoun] was pressed into military service.",Construction+2	Plants+3	Mining+1	Cooking+2	Artistic-2	
foundry apprentice,FoundryApprentice76,"[PAWN_nameDef] grew up as an apprentice in the foundries of an industrial world. This experience gave [PAWN_objective] metalworking skills and strong muscles, but stunted [PAWN_possessive] artistic development.",Construction+3	Melee+1	Artistic-2	Crafting+3	
privileged prodigy,PrivilegedProdigy70,"[PAWN_nameDef] was recognized as gifted early in [PAWN_possessive] glitterworld upbringing. Luckily, [PAWN_possessive] family was in a position to cultivate that genius through advanced education. [PAWN_possessive] training included science, leadership, and the arts.",Intellectual+2	Medicine+1	Artistic+2	
privileged child,PrivilegedChild86,"Born to an upper-class family, [PAWN_nameDef] grew up with all the best things - the best education, the best social contacts, and of course the best technology money could buy.

Unfortunately, living in such decadence left [PAWN_nameDef] rather spoiled when it came to labor.",Social+3	
child prodigy,ChildProdigy76,"After graduating college at age twelve, [PAWN_nameDef] devoted [PAWN_possessive] life to becoming immortal. However [PAWN_possessive] research crossed the line when [PAWN_pronoun] tried to modify [PAWN_possessive] body using gene therapy and mechanical augmentation. [PAWN_pronoun] was arrested and condemned to a prison planet.",Intellectual+6	Mining-3	Cooking-3	Medicine+6	
bone collector,BoneCollector14,"Born to a family of fortune hunters, [PAWN_nameDef] always had a passion for ancient history.

Though never a tough or social boy, [PAWN_pronoun] loved to dig through history books as well as dirt piles.",Plants+2	Mining+2	Shooting-3	Melee-3	Social-3	Medicine+2	Artistic+2	Crafting+2	
g-nome sculptor,GNomeSculptor34,"[PAWN_nameDef] was engineered in a lab as part of the G-nome Project. [PAWN_pronoun] was implanted at birth with encyclopedic knowledge of all aspects of xenobiology.

The G-nome scientists nicknamed [PAWN_objective] [PAWN_nameDef] and occupied [PAWN_objective] with sculpting. [PAWN_pronoun] developed a love of sculpting gnomes and gnome accessories.",Intellectual+2	Social+2	Artistic+4	Crafting+2	
circus performer,CircusPerformer37,"Growing up in the circus, [PAWN_nameDef] learned a lot of interesting things. More interesting than the balls [PAWN_pronoun] juggled were the pockets [PAWN_pronoun] picked between shows.

A mistake with some firesticks made [PAWN_objective] develop a deathly fear of fire.",Social+3	Artistic+2	
vatgrown slavegirl,VatgrownSlavegirl8,"[PAWN_nameDef] was vat-grown as a slave in an illegal urbworld laboratory. As a young child, [PAWN_pronoun] was taught only to cook, clean and serve [PAWN_possessive] masters. For most of [PAWN_possessive] childhood, [PAWN_pronoun] knew nothing else.",Cooking+5	Artistic-2	
gun kid,GunKid30,"Growing up in a urbworld, [PAWN_nameDef] never had it easy. Every day was a struggle and pollution, hunger, and gangs of older kids.

In the little space [PAWN_pronoun] had to [PAWN_objective]self, [PAWN_pronoun] studied [PAWN_possessive] passion - guns, combat tactics, and war history.",Shooting+3	Melee+3	Artistic-3	
feudal lordling,FeudalLordling56,"[PAWN_nameDef] grew up on a feudal world that was part of a multi-planet empire. As the son of a high lord, [PAWN_pronoun] enjoyed many privileges.

[PAWN_pronoun] learned to maneuver in both the political landscape and in close quarters combat.",Melee+4	Social+3	
feudal farm boy,FeudalFarmBoy0,"[PAWN_nameDef] was the son of a medieval farmer, and was expected to follow in [PAWN_possessive] footsteps. [PAWN_pronoun] was brought up as a kind, well trained farm boy.

[PAWN_pronoun] lived in an unusual feudal kingdom which co-existed with a midworld society which was itself well-known for genetic manipulation.",Plants+4	Social+2	
space fanboy,SpaceFanboy22,[PAWN_nameDef] dreamed of space travel. [PAWN_pronoun] built [PAWN_possessive] own pretend spaceship from an old police box and went to see the great unknown.,Intellectual+2	Crafting+3	
glitterworld nerd,GlitterworldNerd20,"[PAWN_nameDef] loved technology from the day [PAWN_pronoun] was born. [PAWN_pronoun] had a mechanoid companion which [PAWN_pronoun] tried to modify.

[PAWN_possessive] obsession with technology meant that [PAWN_pronoun] never appreciated arts or culture.",Intellectual+5	Crafting+2	
war child,WarChild24,"[PAWN_nameDef]'s parents were drafted into a civil war. Growing up surrounded by fighting and death, [PAWN_pronoun] became well-accustomed to tragedy. [PAWN_possessive] expressive side, however, never developed.",Shooting+5	Melee+3	
upper urbworlder,UpperUrbworlder12,"[PAWN_nameDef] had a privileged childhood on a major urbworld. Living in an apartment far above the dense poverty of the city, [PAWN_pronoun] spent most of [PAWN_possessive] time reading or drawing the cityscape [PAWN_pronoun] saw through [PAWN_possessive] window.",Construction-3	Intellectual+3	Artistic+2	Crafting-3	
idealistic cadet,IdealisticCadet64,"Raised in the military traditions of [PAWN_possessive] forefathers, [PAWN_nameDef] was taught from a young age that [PAWN_pronoun] would be a great leader and the hero of [PAWN_possessive] family.

[PAWN_pronoun] excelled at [PAWN_possessive] studies and graduated from the academy with honors.",Shooting+4	Melee+3	Social-2	
child of glass,ChildOfGlass61,"[PAWN_nameDef] was raised underground on a ""marble"" planet - a wasteland of radioactive asphalt and toxic fallout.

To survive on a planet devoid of life, [PAWN_pronoun] had to learn how to farm underground and how to fight without wasting bullets.",Plants+3	Shooting+4	Artistic-3	
amateur botanist,AmateurBotanist79,"Spending many summers crawling through dirt, [PAWN_nameDef] found [PAWN_pronoun] had quite the green thumb. Instead of learning to cook the food [PAWN_pronoun] grew, [PAWN_pronoun] just grew more and more.",Plants+4	Artistic+2	
child slave,ChildSlave58,[PAWN_nameDef] was born to a poor family on a rimworld. [PAWN_possessive] father sold [PAWN_objective] into slavery at a young age. [PAWN_pronoun] was traded many times. A tycoon bought [PAWN_objective] and sent [PAWN_objective] down into mines to look after machines and to work alongside them.,Construction+2	Mining+3	Social-2	
adventuring child,AdventuringChild30,"[PAWN_nameDef] was raised to become an engineer. For years, [PAWN_pronoun] planned to stow away on a cargo ship and start a new, more adventuresome life.

One night, after [PAWN_possessive] parents fell asleep, [PAWN_pronoun] managed to sneak on board a cargo ship just before it left port.",Construction+2	Crafting+3	
video gamer,VideoGamer55,"[PAWN_nameDef] was raised in a glitterworld. Everything [PAWN_pronoun] wanted came to him. In school [PAWN_pronoun] was a social butterfly. At home, [PAWN_pronoun] spent [PAWN_possessive] time looking up the newest gadgets and playing [PAWN_possessive] favourite video games.",Intellectual+3	Social+3	
dreaded baby,DreadedBaby56,"[PAWN_nameDef] was found as a baby in a crashed spacecraft. According to the ship's records, [PAWN_pronoun] invented the nuclear device that powered [PAWN_possessive] ship. Apparently, [PAWN_pronoun] also invented the sky and the hamburger, and is said to have fathered a race of tasty golden kittens.",Shooting+1	Cooking+3	Artistic+3	
tinkerer,Tinkerer79,"[PAWN_nameDef] grew up on a scrap-heap of a planet - the garbage dump of other planets in the system. [PAWN_pronoun] learned to make new machines from the dead parts of old ones. With some friends, [PAWN_pronoun] eventually escaped on a salvaged and repaired ship.",Construction+2	Crafting+4	
